date,open,high,low,close,volume,average,barCount
2024-02-27 12:00:00-06:00,5131.0,5139.25,5127.75,5138.25,-1.0,-1.0,-1
2024-02-27 13:00:00-06:00,5138.25,5147.5,5137.75,5147.0,-1.0,-1.0,-1
2024-02-27 14:00:00-06:00,5147.0,5152.5,5142.75,5149.75,-1.0,-1.0,-1
2024-02-27 15:00:00-06:00,5149.75,5153.75,5148.75,5151.25,-1.0,-1.0,-1
2024-02-28 08:30:00-06:00,5133.0,5138.25,5129.0,5133.0,-1.0,-1.0,-1
2024-02-28 09:00:00-06:00,5133.0,5145.25,5131.75,5144.75,-1.0,-1.0,-1
2024-02-28 10:00:00-06:00,5144.75,5148.75,5141.5,5146.0,-1.0,-1.0,-1
2024-02-28 11:00:00-06:00,5146.0,5147.0,5134.25,5138.75,-1.0,-1.0,-1
2024-02-28 12:00:00-06:00,5138.75,5148.0,5134.75,5146.5,-1.0,-1.0,-1
2024-02-28 13:00:00-06:00,5146.5,5147.25,5131.5,5138.75,-1.0,-1.0,-1
2024-02-28 14:00:00-06:00,5138.75,5143.25,5133.5,5142.75,-1.0,-1.0,-1
2024-02-28 15:00:00-06:00,5142.75,5143.0,5127.75,5130.5,-1.0,-1.0,-1
2024-02-29 08:30:00-06:00,5159.0,5166.75,5158.75,5163.25,-1.0,-1.0,-1
2024-02-29 09:00:00-06:00,5163.25,5165.75,5145.75,5152.25,-1.0,-1.0,-1
2024-02-29 10:00:00-06:00,5152.25,5155.25,5130.75,5144.25,-1.0,-1.0,-1
2024-02-29 11:00:00-06:00,5144.25,5152.5,5142.75,5151.75,-1.0,-1.0,-1
2024-02-29 12:00:00-06:00,5151.75,5157.5,5151.5,5156.5,-1.0,-1.0,-1
2024-02-29 13:00:00-06:00,5156.5,5161.5,5149.75,5155.75,-1.0,-1.0,-1
